s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20;s_21;s_22;s_23;s_24;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_36;s_37;s_38;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_82;s_83;s_84;s_85;s_86;s_87;s_88;s_89;s_90;s_91;s_92;protein;gene
16216,7998;13563;14884,7998;NaN;5404,569824;15680,40039;22257,69922;15000,09961;17072;11120,40039;17737,69922;17099;20203;22272,59961;26639,5;27212,69922;21347,80078;16397,40039;15088;13993,09961;16500,69922;7031,290039;18167,69922;17371,19922;23658,40039;17818,90039;26294,59961;21192,09961;21333,40039;18391,69922;19842,09961;19668,30078;18559,5;19245,80078;21249,59961;16543,59961;27590,19922;14361,90039;22521,09961;16868,40039;21026,09961;17503,59961;22693,80078;21526,69922;28784;26316,30078;24006,59961;19345,69922;13609,7998;15148,5;18762,80078;9398,620117;15035,2002;11501,59961;14181,40039;8738,599609;15667;18707;19285,19922;18353;19467,30078;18411,5;19446,90039;17071;13993,5;12768,40039;14636,2002;6359,720215;18121,30078;17893,09961;16481,59961;13182,59961;20230,5;14361,2002;17411,09961;16195,5;17779,90039;21028,19922;21179,90039;17892,5;26301,69922;16349,09961;24091,90039;21114,59961;19026,09961;20480,40039;15118,2998;20983,40039;15795,90039;20208,40039;17581,90039;22430,5;Q9Y305;ACOT9
11126,7998;15993,2998;16428,69922;778602;8751,05957;19277,90039;12605,59961;16602,80078;10723,09961;13178,2002;14515;15170,90039;25846,59961;27857,19922;20607,09961;20232,30078;12464,7998;15502;13473,7002;13463,7002;16345,7998;19223,5;14048,40039;15037,7002;13906,7002;14440,5;13726,7998;13102,5;13919,5;10545,7998;10850,40039;11587,5;13177,5;13434,2002;11239,90039;11864;16650;15493,5;17093;15474,2002;16599,5;17208,09961;13586,59961;12981,40039;11337,2002;11446,40039;14159,40039;15191,5;15653,7002;13601,09961;17682,69922;19125,40039;16832,40039;11989,7998;13067,7002;15253;26497,09961;20867,30078;24375;24207,19922;18123,59961;20506,30078;17608,30078;18153,09961;13732,5;13027,5;15102,59961;9819,099609;18147,69922;21521,59961;19884,30078;20947,40039;19333,19922;22492,59961;22944,5;17564,80078;16149,09961;21266,69922;14904,90039;18203,09961;14278,7002;18529,30078;14449,7002;16365,2002;13195,7998;12075,2002;12777;13809,09961;12381,2002;15420,59961;17504,09961;20330;P24666;ACP1
4378,589844;4388,240234;4309,580078;NaN;4674,220215;5028,359863;3436,870117;2739,959961;3944,030029;3421,139893;3741,77002;3176,409912;3978,419922;4858,759766;3950,75;3482,51001;3941,219971;5141,529785;2714,389893;1603,390015;3538,669922;3285,040039;4018,139893;3904,5;5248,390137;4769,899902;3430,98999;3430,399902;4923,819824;4464,890137;5320,279785;4145,660156;5235,77002;3573,840088;3618,040039;3403,870117;4396,529785;4458,290039;4204,049805;4152,759766;5059,109863;4039,27002;4381,189941;4276,169922;4838,810059;4130,470215;3985,72998;3821,409912;4169,629883;2830,090088;3447,159912;2841,969971;3073,219971;3861,439941;4243,390137;2831,699951;4536,100098;4397,209961;4360,359863;4045,620117;1981,199951;2756,830078;2522,590088;2276,620117;3697,040039;2520,75;4121,77002;2341,350098;5253,870117;4287,899902;5693,490234;4677,259766;5554,879883;3689,780029;2857,280029;2224,189941;3999,969971;4375,450195;3270,969971;3601,5;4040,469971;3404,389893;4617,430176;2491,780029;6310,859863;4921,689941;6207,129883;3858,320068;3942,850098;3666,110107;2838,649902;2059,439941;Q96CM8;ACSF2
1870,599976;1261,449951;1604,930054;NaN;1718,77002;NaN;1792;NaN;NaN;1959,140015;NaN;1396,569946;1248,300049;NaN;NaN;NaN;NaN;NaN;NaN;1099,369995;NaN;NaN;1962,969971;NaN;1246,660034;NaN;1852,839966;1693,339966;2468,040039;1372,869995;1827,609985;2131,02002;1903,280029;NaN;2123,639893;NaN;3707,629883;1438,319946;2043,060059;1595,680054;NaN;NaN;1890,459961;NaN;2410,340088;2317,449951;NaN;NaN;1419,089966;NaN;1501,660034;NaN;1179,199951;NaN;1741,810059;NaN;2511,27002;1246,670044;NaN;NaN;NaN;NaN;1388,819946;NaN;1613,329956;NaN;1241,130005;NaN;1753,670044;NaN;NaN;NaN;NaN;NaN;1720,47998;NaN;1822,949951;1884,800049;967,440979;1378,77002;NaN;NaN;NaN;1242,859985;NaN;1153,98999;1883,359985;NaN;NaN;NaN;NaN;843,1920166;Q4G176;ACSF3
134078;125890;122729;4104030;96218,5;128011;128348;71156,10156;123310;61136,5;97288;90874,20313;148127;144230;144396;152382;116580;124505;98171,39844;65061,19922;112619;71683,20313;133658;126102;161020;115343;119992;109068;142465;126199;129159;115658;181891;115080;163773;115687;169565;130435;144909;113533;111226;90346,70313;123531;93721,70313;116898;104116;130429;110102;123190;102193;128596;69257,10156;94444,79688;34762,89844;111657;47821,80078;117336;96185,20313;127648;86579,70313;84536,60156;85525;86445,79688;66872,60156;117297;81164,29688;130711;57213,80078;144358;142163;113535;78865,60156;120967;76730;93516,10156;45358,19922;115446;107567;98959,29688;95867,10156;109283;72860,5;123870;70470,89844;159572;127022;143718;116581;129741;103558;69178,79688;58606,10156;P33121;ACSL1
2749,189941;3528,820068;3321,5;NaN;3189,449951;2951,969971;4012,76001;3692,600098;2524,27002;2892,48999;3134,139893;3007,550049;1887,869995;2224,280029;2703,419922;2080,570068;2852,77002;3233,75;3613,040039;4399,160156;2624,129883;2501,959961;3486,439941;3752,120117;2864,310059;4354,370117;3492,429932;3384,300049;2903,139893;2963,22998;3157,01001;3051,120117;2306,590088;3476,699951;2463,01001;3154,419922;2915,310059;2442,570068;2957,649902;3134,540039;2304,280029;4078,399902;2347,870117;3269,72998;3580,550049;3280,879883;3788,5;3711,120117;3341,929932;1736,699951;3003,110107;2935,389893;3158,860107;2609,080078;3175,22998;3029,290039;2029,829956;3382,610107;2208,929932;2792,889893;2744,330078;2829,75;2979,929932;3159,939941;2746,77002;3061,01001;2571,52002;3189,379883;1946,25;2743,129883;1967,369995;3148,02002;3379,860107;4129,560059;3468,090088;5982,430176;2535,540039;2897,939941;3764,600098;3694,699951;3143,939941;4230,629883;2403,409912;3527,149902;2777,780029;2858,310059;3053,629883;3196,27002;1699,569946;2725,73999;3617,48999;6046,930176;O95573;ACSL3
6869,649902;3100,169922;3994,379883;NaN;NaN;3965,030029;4819,549805;1456,72998;7236,100098;2710,580078;6693,669922;3029,790039;6115,859863;3352,469971;5878,649902;5160,950195;11334,7002;3853,399902;9327,679688;2641,459961;7205,649902;2407,959961;11801,5;4146,549805;5929,310059;3132,959961;4850,77002;2994,030029;5876,319824;3528,669922;8724,870117;3243,76001;7076,540039;1955,209961;10832,2002;2334,679932;9613,280273;2239,439941;7199,47998;2461,23999;5011,819824;2129,23999;6578,22998;1892,449951;9223,700195;2800,320068;7174,620117;2438,149902;3342,310059;1669,199951;3880,580078;1962,880005;4132,640137;2105,219971;3457,080078;NaN;1614,910034;NaN;2757,169922;1841;5471,560059;2246,620117;3744,899902;NaN;3596,919922;2267,790039;4044,409912;1717,719971;8200,099609;3998,149902;5454,450195;NaN;3748,949951;1534,51001;2852,179932;NaN;2894,899902;1964,209961;2201,290039;2209,889893;4261,660156;1465,180054;2652,47998;NaN;6501,189941;3548,310059;4334,959961;2783,77002;6504,169922;2417,969971;2706,469971;1080,130005;Q9NUB1;ACSS1
5692,430176;7174,410156;5962,709961;NaN;NaN;5131,660156;7110,040039;5989,22998;5384,02002;4008;6565,799805;4501,839844;3942,909912;6327,759766;7358,950195;7606,209961;4438,430176;7096,899902;5894,75;6366,529785;6628,709961;5982,240234;7181,709961;7375,819824;7724,509766;7843,370117;5588,390137;7018,120117;6652,290039;5942,540039;5065,209961;6089,870117;7630,419922;5679,100098;5207,950195;7139,529785;6270,200195;5856,390137;5855,759766;6354,600098;5277,27002;4758,779785;6133,180176;4911,169922;5450;5505,040039;6009,390137;5530,649902;4168,700195;5649,350098;5674;4128,689941;3752,320068;NaN;5009,549805;NaN;4633,839844;3035,52002;5508,040039;5047,200195;3526,959961;3452,820068;3191,75;5141,419922;4732,660156;4249,430176;5488,359863;3024,350098;5836,310059;6248,609863;6218,899902;4506,689941;5749,299805;5391,569824;5935,649902;6499,140137;4683,430176;7264,609863;6383,160156;6833,810059;6132,850098;6342,720215;4988,359863;5428,600098;6663,72998;5631,299805;4269,240234;5248,810059;3948,050049;3904,620117;4624,169922;5589,410156;Q9NR19;ACSS2
4569650;4255000;3491280;4077840;2677730;3102790;3853690;2592650;3653980;4482660;4110680;3835950;3152310;4251290;3304860;3716720;4081730;4713570;3385720;3579990;4395700;4395670;3684380;4146190;3436980;4294170;3002060;3516250;3903660;3567940;3467300;3885080;3502420;4396870;3977050;4460010;4104650;3608610;3653210;3937220;4197870;4309360;3986800;4045610;3132560;4388860;3222310;3615130;3703470;5940400;4320240;4460510;3767020;3525680;3249600;3882810;3815550;3783090;3874410;4203750;3846690;4036230;4733730;5119750;4541780;5867420;4219680;4199380;4349060;5173190;3892410;4250700;4387430;5037440;4064920;3149210;4190650;5269330;3759660;4141940;4615020;5588130;4301640;4730720;4121930;3970060;3628560;4500550;3308540;4621950;1785150;3255420;P68133;ACTA1
164235;105850;122241;1716150;100226;107173;123621;185524;81383,5;77162,10156;805538;124666;86748,79688;102750;115170;110240;94864,29688;131482;150952;192348;110899;89738,60156;122578;120260;93457,10156;180134;97893,39844;128789;90745,29688;74826,20313;78169,10156;74041,79688;101284;110025;99844,39844;94790,89844;100648;187725;319420;131973;79828,5;75072,29688;95032;69127,5;91418,10156;92075,29688;169341;276362;81359,60156;31227,09961;83153,10156;143443;84456,39844;53543,80078;79007,79688;31987,80078;66801,39844;66521;87506,5;61200;57765,5;64910,60156;63707,80078;66897,39844;70873,79688;60144,69922;62394,39844;117165;101595;90910,20313;82372,29688;78442;125426;101267;172313;158554;51067,39844;70857,10156;93543,29688;69018,79688;107316;87638;88434;74707,79688;97263,39844;90327,20313;99620,60156;88175,10156;62358,30078;67284,70313;77627,89844;77422,10156;P60709;ACTB
280927;383700;310066;NaN;155553;257910;278420;233860;259419;420228;296928;295722;255007;306072;305193;267934;310458;364159;248515;269973;355913;412376;287112;280394;308325;318193;200217;253559;292957;254626;266615;261528;277404;292984;284153;281053;293442;295728;204369;371891;309584;360770;296395;331240;200743;263015;206579;317006;246761;367402;251758;263070;259201;239822;207087;256744;232800;262871;236492;348336;258722;352309;252408;266881;212541;287815;250081;264428;189964;326183;226593;277342;239258;238522;258836;202322;178740;228822;194044;252120;264315;266075;208040;270490;208940;193951;212613;248065;182285;250253;117384;194927;Q562R1;ACTBL2
7561,450195;8684,629883;21087;NaN;3889,429932;9617,110352;202104;145396;23487;10717,2998;16160,2002;53525,89844;11660,90039;9136,540039;41616,5;27410;22527,09961;31156,59961;172574;201390;31940,30078;30577,90039;43904,69922;65227,80078;18655,19922;10896,2002;226858;150576;75752,29688;8627,820313;55752,89844;35910,69922;57822,39844;72517,39844;21009,40039;42593,60156;14245,40039;13815,7998;22851,59961;65828,70313;44742,10156;1537,660034;47778,30078;7459,379883;162698;73769,20313;85566;88822,5;30184,59961;37716,30078;21686,69922;24705,69922;23582,19922;8755,639648;9878,650391;9302,650391;27822,30078;19783,69922;60103,60156;8313,219727;105935;61461,60156;153203;139262;46976,19922;19114,69922;23984,69922;34287,30078;19854,90039;10066,7998;19195,80078;15399,2998;36967,69922;7951,680176;76092,20313;17409,5;23947;7689,759766;75734,10156;6369,299805;89544,39844;59368,19922;70851,60156;46494,80078;32681,5;12239,7998;14212,2998;15593,40039;40678,30078;18716,59961;229366;43224,5;P68032;ACTC1
740,6359863;NaN;700,4869995;NaN;407,6900024;300,3859863;524,2670288;3029,639893;NaN;NaN;4446,180176;477,1369934;NaN;NaN;NaN;434,8609924;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;926,5339966;411,8099976;NaN;NaN;NaN;NaN;NaN;NaN;622,1729736;NaN;177,8220062;NaN;1059,189941;2171,129883;404,4030151;400,1459961;NaN;NaN;NaN;NaN;NaN;NaN;1310,709961;NaN;NaN;341,8580017;537,7130127;427,0350037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4637,879883;NaN;NaN;NaN;NaN;339,7019958;NaN;522,664978;448,8280029;447,0400085;NaN;NaN;NaN;NaN;258,3930054;NaN;238,7339935;NaN;724,0280151;NaN;NaN;NaN;NaN;NaN;NaN;P63261;ACTG1
25759,69922;20089;23168,59961;NaN;34579,80078;14360,09961;29495,5;43787;14572,2002;15280,2998;137692;27851,90039;20629,5;20240,90039;19803,69922;21484,5;16160,59961;24524,59961;20323;40446,80078;15379,2002;22478;24762,30078;20197,5;19219,90039;24889,19922;18102,69922;18604,5;15626,90039;16855,80078;18346,59961;15368;15237,40039;20507,90039;19795;19401,69922;18526,09961;22388,40039;40321,39844;21492,09961;19725,80078;19042,5;19281,59961;18692,5;23001,69922;23326;25520,69922;39669,10156;17774,69922;12955,2002;16329,7002;30933,30078;18468,90039;17805,5;17980,5;12766;14916,90039;18084,09961;16358,09961;21477,09961;16608;17711,69922;20131,09961;31877,40039;27550,69922;32361,80078;20223,09961;30982,5;28679,90039;24013,30078;18656,90039;25937,59961;23600,30078;25702,90039;25376,19922;33456,5;19283,40039;19576,5;21203,30078;19940,90039;21530,59961;25473,80078;17389,80078;29643,30078;17724,80078;21326,09961;16037,2002;21705,69922;17683,59961;19818,59961;14780,59961;16274,59961;P12814;ACTN1
730404;740490;713193;3501700;597115;549738;618062;417822;643617;764905;687101;723175;654568;607548;627279;622521;859795;806151;722807;513185;861295;599038;724967;649098;647257;609342;650946;568112;737253;641491;697303;692279;651965;682713;717687;743625;690095;560915;621880;599427;742077;674681;772766;567910;489356;567285;572248;546979;638889;650069;774489;674638;675413;401443;608566;427522;653243;591092;727312;639068;723601;780781;800004;835059;773235;751220;778167;506120;665206;727946;647411;562634;848648;751522;746444;438740;659390;604948;568770;539556;868685;717959;698048;697446;728410;673667;696124;709774;682225;817378;378797;588478;P35609;ACTN2
NaN;NaN;1911,719971;NaN;NaN;1418620;3636940;14881,7998;1692,699951;33641,39844;NaN;293430;45341,80078;737662;365266;342640;16934,40039;599502;26541,5;228076;37572,39844;1363420;43513,19922;805599;25114,59961;765952;26400,40039;595927;56694,30078;341305;47102,69922;426603;21128,59961;363559;6905,290039;287899;125724;695605;34944,69922;842880;139199;1291870;89739,39844;894755;69707,89844;459700;50531,80078;346512;105443;747608;122666;849088;18188;514547;59031,30078;642560;64325,69922;421463;29828;707882;NaN;238930;NaN;NaN;83861,60156;1043350;289554;970837;45384;859417;173799;917686;110234;1003600;22394,90039;415696;99880,29688;1092880;75037,20313;641577;70084,10156;1043880;39110,69922;745743;46112,69922;302815;56713,30078;371614;510514;121637;NaN;NaN;Q08043;ACTN3
12807,40039;9042,990234;12699,09961;NaN;11255,2998;10180,2998;11582,7002;33369,69922;7086,430176;5558,339844;48851,19922;13006,09961;10373,59961;6528,240234;9236,410156;9276,219727;10785,7998;9839,910156;14911,5;20784,59961;10049;5992,180176;11915;10492,90039;9909,599609;18302,19922;9649,94043;10963,40039;8005,160156;7412,27002;9860,089844;7266,600098;8571,980469;7360,990234;9872,719727;7332,209961;8558,040039;15466,7002;22534,69922;11011,2998;8389,219727;7123,080078;7922,970215;6326,870117;11825,40039;9558,830078;11125,5;18736,19922;8383,629883;4068,800049;8475,629883;13690,59961;11086,90039;6909,120117;11777,2998;4060,75;6466,779785;6065,310059;9048,370117;6330,680176;7220,339844;7591,779785;6206,580078;6166,450195;8125,939941;5988,089844;7279,899902;35052,30078;13100,7998;8772,540039;8693,209961;8640,459961;12724,2002;9383,240234;11747,2998;14208,2002;7137,379883;8096,709961;9861,75;7559,459961;11471,59961;8374,160156;10592,7002;7478,939941;10361,5;8787,030273;9325,669922;8986,490234;7318,390137;6726,089844;11020,2002;7370,810059;O43707;ACTN4
4414,120117;NaN;6249,910156;NaN;7720,990234;2922,939941;5356,109863;7792,609863;3926,649902;7010,75;4800,080078;5636,370117;3675,149902;5588,620117;5104,930176;5818,390137;2911,25;NaN;3113,100098;6311,930176;2127,77002;4486,060059;2789,169922;NaN;3313,48999;5985,390137;3196,399902;6411,459961;1993,780029;7073,180176;3258,889893;4665,669922;3063,26001;4758,399902;1622,97998;6829,819824;NaN;7190,790039;3025,27002;6849,009766;3005,040039;7386,720215;3474,129883;NaN;2843,330078;11261;3226,350098;7228,25;4034,219971;NaN;4991,47998;11052,59961;4279,060059;12786,59961;4013,810059;NaN;3836,050049;9546,019531;3594,199951;9790,450195;4464,930176;NaN;4928,890137;9303,580078;3047,689941;NaN;3278,060059;10227,7002;2897,060059;7628,640137;3498,26001;NaN;2778,419922;NaN;4381,790039;6505,149902;2693,320068;7059,899902;3761,01001;NaN;NaN;NaN;2724,459961;7535,890137;NaN;4477,350098;NaN;NaN;NaN;NaN;2913,810059;NaN;Q9NZ32;ACTR10
10616,7998;10505,90039;8977,219727;NaN;14669,90039;8977,650391;11325;13424;12190,90039;12161,2998;11370,2998;12395,7002;11154,7002;10857,7002;12004,09961;12437,7998;10381,90039;12130,09961;12046,5;14835,90039;14896;10214,90039;12979,59961;12397,5;10937,2002;12255;13248,2998;9341,669922;11239,09961;12926,09961;13662,7998;14214,7002;11741,59961;10947,5;11414,2002;12243,7002;9236,629883;9390,339844;11869,5;11499,40039;8255,959961;10229,5;11527,40039;9920,339844;11654,5;13032,2002;12108,40039;12386,59961;9663,019531;9452,049805;10371,90039;7992,959961;11462,90039;7252,819824;11416,59961;7672,839844;11120,2002;11666,2002;11938,2998;11405,7002;11767,2998;9568,419922;12217,2002;10189,2002;10575,40039;8820,030273;11526,2998;8747,240234;11875,59961;11137,5;11278;11432,59961;11148;10060,2998;17007,69922;12396;12456,09961;11119,5;13810,5;10048,5;14350;10341,2998;11183,59961;11458,7998;12823,2002;8799,660156;10696,5;11487,7002;10160,7002;10393,7998;13545,7998;14606,59961;P61163;ACTR1A
12657,2002;10454,59961;11106,2002;NaN;5395,220215;11171,2998;13280,40039;35229,5;7805,5;7792,009766;75938,29688;14301,7998;9635,05957;9993,530273;13851,90039;12484;9041,719727;11181,90039;15136,5;20292,59961;11021,2998;7878,350098;11629,40039;13109,90039;10158,5;19623,09961;9849,870117;14150;8143,709961;9331,209961;10334,90039;12440,59961;11766,90039;13510,7002;12725,59961;10978,59961;11308,40039;14285,5;23583,30078;15452,5;8830,269531;7211,910156;9381,089844;9136,360352;10287;11413,40039;15323,40039;28742,40039;8451,990234;7477,970215;9027,849609;17496;8552,469727;6175,640137;9736,089844;7042,160156;6561,169922;9681,349609;11753,59961;11275;8327,740234;9706,150391;9204,139648;10123;9547,429688;8837,639648;7448,97998;24223,90039;10472,59961;10362,09961;10392,59961;8808,679688;13842,2998;10343,59961;16180,7002;18688,69922;7784,379883;9651,129883;12463,59961;10534,7002;11301,2002;10905,7998;8993,839844;10757;10357;12059;11130,40039;11339,90039;8493,860352;10191,09961;11692,7002;12270;P61160;ACTR2
7819,850098;NaN;NaN;NaN;NaN;2424,570068;2910,340088;6635,689941;NaN;3057,169922;23943,5;3373,790039;NaN;3992,699951;4312,359863;NaN;4672,089844;4541,879883;4662,009766;7545,350098;4477,879883;3715,02002;2618,050049;3607,429932;3224,139893;4232,680176;2938,370117;4334,939941;NaN;NaN;NaN;2900,860107;2460,080078;2444,27002;NaN;NaN;NaN;2874,580078;6438,629883;3333,800049;NaN;NaN;NaN;NaN;NaN;2686,590088;4118,450195;5891,189941;NaN;4884,290039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2805,97998;4514,990234;2549,27002;NaN;NaN;NaN;NaN;3317,72998;3349,469971;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3455,47998;3196,340088;NaN;2359,98999;NaN;NaN;NaN;NaN;P61158;ACTR3
